212,138,157,1
155,243,253,3
87,213,125,2
158,185,190,3
17,9,220,3
245,125,177,1
217,147,99,1
129,9,129,3
131,207,79,2
245,187,96,2
203,97,93,1
78,5,166,3
183,73,51,1
13,219,130,2
27,66,28,2
228,59,208,3
249,96,132,1
112,166,98,2
133,29,228,3
198,215,248,3
160,147,110,2
239,237,158,2
94,61,108,3
37,132,17,2
229,17,230,3
83,147,168,3
225,199,67,2
143,145,233,3
13,180,176,2
190,224,241,3
10,4,195,3
16,62,254,3
123,27,62,1
190,156,134,2
73,59,80,3
23,169,46,2
101,169,56,2
233,234,99,2
14,6,50,3
87,180,26,2
41,183,131,2
13,107,210,3
169,27,42,1
24,229,154,2
191,165,48,2
208,64,208,3
152,202,29,2
111,208,93,2
41,20,244,3
167,75,178,3
21,78,202,3
111,204,14,2
68,122,39,2
143,21,47,1
243,17,168,1
78,146,28,2
32,180,120,2
111,0,245,3
27,237,32,2
207,117,102,1
157,237,253,3
154,73,183,3
110,131,251,3
233,84,194,1
126,73,172,3
84,122,86,2
71,206,63,2
138,247,6,2
115,9,129,3
100,156,224,3
180,67,217,3
206,54,218,3
139,55,68,1
39,226,210,2
91,63,81,3
138,62,231,3
246,40,130,1
25,46,241,3
252,231,249,3
233,51,201,1
115,85,238,3
149,125,176,3
80,182,61,2
16,215,201,2
63,237,236,3
172,114,65,1
82,170,62,2
13,44,79,3
21,138,221,3
206,110,144,1
79,81,57,2
135,108,193,3
42,194,231,3
209,161,34,2
48,48,143,3
114,123,184,3
54,198,217,3
132,107,249,3
124,55,117,3
174,123,133,1
72,237,27,2
131,135,226,3
46,68,93,3
65,55,243,3
140,125,218,3
56,136,185,3
235,207,203,2
187,242,250,3
218,27,9,1
235,27,169,1
58,78,170,3
135,20,107,1
152,81,230,3
209,14,184,1
20,174,163,2
93,24,254,3
191,110,152,1
219,127,53,1
219,11,214,3
8,121,62,2
70,129,117,2
169,90,174,3
111,166,214,3
38,101,233,3
189,198,44,2
75,10,188,3
205,213,70,2
114,24,243,3
138,149,63,2
68,5,158,3
204,76,80,1
90,65,100,3
111,104,39,2
245,241,44,2
119,94,235,3
140,33,197,3
119,110,247,3
230,144,117,1
126,111,66,2
205,146,30,2
199,152,7,2
9,148,46,2
56,228,69,2
183,45,240,3
23,228,102,2
58,85,247,3
71,224,91,2
209,106,181,3
195,83,232,3
207,11,147,1
254,35,241,3
125,25,165,3
241,93,109,1
110,224,17,2
49,160,237,3
21,66,3,2
74,119,155,3
