213,63,134,1
162,216,142,2
1,229,36,2
63,229,109,2
23,63,111,3
54,124,88,2
187,65,55,1
216,37,3,1
8,183,118,2
46,236,104,2
134,124,194,3
38,47,59,3
98,68,62,1
193,115,48,1
219,136,1,2
179,34,93,1
213,226,197,2
100,47,179,3
9,209,54,2
252,188,145,2
50,80,3,2
226,228,136,2
28,212,172,2
25,153,154,3
243,172,228,3
41,184,210,3
121,73,149,3
184,189,11,2
148,35,19,1
88,8,9,1
44,138,219,3
114,222,30,2
182,70,181,3
43,141,222,3
44,170,45,2
31,110,125,3
172,102,179,3
22,151,110,2
26,188,80,2
115,2,219,3
101,177,163,2
220,48,206,3
191,45,56,1
205,103,178,3
224,79,0,1
251,199,50,2
40,83,100,3
153,225,48,2
191,88,132,1
125,206,156,2
120,99,120,3
134,37,216,3
196,104,91,1
234,114,39,1
101,90,238,3
114,96,61,2
159,236,243,3
9,30,78,3
189,85,23,1
38,0,11,1
228,26,66,1
120,138,96,2
206,146,7,2
79,213,67,2
119,251,96,2
45,48,13,2
124,53,209,3
112,47,176,3
174,151,197,3
15,239,63,2
147,225,166,2
154,194,134,2
103,92,192,3
253,72,9,1
190,106,131,1
217,239,126,2
240,214,235,3
47,24,109,3
55,78,91,3
91,110,7,2
214,87,237,3
37,5,17,1
36,238,76,2
41,160,122,2
63,85,227,3
113,46,68,1
160,69,230,3
233,104,244,3
115,57,64,1
64,38,165,3
120,185,19,2
126,53,105,1
171,7,140,1
153,153,79,2
132,216,23,2
181,168,6,2
54,3,145,3
184,80,254,3
195,251,98,2
216,139,20,2
